id;description;date_operation;montant;operationcategorie_id
495;"Autres articles et équipements de loisirs; fleurs. jardins et animaux d'agrément";2011-02-19;-449.93;36
496;Services récréatifs et culturels;2011-02-19;-330.62;37
497;Édition. presse et papeterie;2011-02-19;75.48;38
498;Voyages à forfait;2011-02-19;-89.48;39
499;Enseignement;2011-02-19;302.71;40
500;Enseignement;2011-02-19;374.84;41
501;Restaurants et hôtels;2011-02-20;255.86;42
502;Services de restauration;2011-02-20;243.25;43
503;Services d'hébergement;2011-02-20;445.41;44
504;Autres biens et servicesDocumentation des articles;2011-02-20;-23.93;45
505;Soins personnels;2011-02-20;-77.32;46
506;Effets personnels n.d.a.;2011-02-20;83.56;47
507;Protection sociale;2011-02-20;-1.22;48
508;Assurances;2011-02-20;-161.83;49
509;Services financiers n.d.a;2011-02-20;98.43;50
510;Autres services n.d.a;2011-02-20;219.19;51
511;Produits alimentaires et boissons non alcoolisées;2011-02-21;196.77;1
512;Produits alimentaires;2011-02-21;-275.56;2
513;Boissons non alcoolisées;2011-02-21;257.15;3
514;Boissons alcoolisées et tabac;2011-02-21;-4.54;4
515;Boissons alcoolisées;2011-02-21;-87.54;5
516;Tabac;2011-02-21;358.80;6
517;Articles d'habillement et articles chaussants;2011-02-21;382.60;7
518;Articles d'habillement;2011-02-21;251.72;8
519;Articles chaussants;2011-02-21;-21.75;9
520;Logement. eau. électricité. gaz et autres combustibles;2011-02-21;-83.70;10
521;Loyers d'habitation réels;2011-02-22;490.21;11
522;Loyers d'habitation imputés;2011-02-22;108.69;12
523;Entretien et de réparation du logement;2011-02-22;493.85;13
524;Adduction d'eau et autres services relatifs au logement;2011-02-22;195.96;14
525;Électricité. gaz et autres combustibles;2011-02-22;-239.30;15
526;Ameublement. équipement ménager et entretien courant de la maison;2011-02-22;-305.18;16
527;Meubles. articles d'ameublement et décoration. tapis et autres revêtements de sol;2011-02-22;112.14;17
528;Articles de ménage en textile;2011-02-22;-248.73;18
529;Appareils ménagers;2011-02-22;-177.30;19
530;Verrerie. vaisselle et ustensiles de ménage;2011-02-22;-107.28;20
531;Outillage pour la maison et le jardin;2011-02-23;371.14;21
532;Biens et services pour l'entretien courant du logement;2011-02-23;24.73;22
533;Santé;2011-02-23;-105.38;23
534;"Produits et appareils thérapeutiques; matériel médical";2011-02-23;161.16;24
535;Services de consultation externe;2011-02-23;-447.61;25
536;Services hospitaliers;2011-02-23;-60.76;26
537;Transports;2011-02-23;13.06;27
538;Achats de véhicules;2011-02-23;205.54;28
539;Utilisation de véhicules personnels;2011-02-23;-130.08;29
540;Services de transport;2011-02-23;442.45;30
541;Communications;2011-02-24;-122.65;31
542;Communications;2011-02-24;89.67;32
543;Loisirs et culture;2011-02-24;-194.03;33
544;Équipements audiovisuels. photographiques et informatiques;2011-02-24;-32.86;34
545;Autres biens durables importants du domaine des loisirs et de la culture;2011-02-24;-277.19;35
546;"Autres articles et équipements de loisirs; fleurs. jardins et animaux d'agrément";2011-02-24;-185.62;36
547;Services récréatifs et culturels;2011-02-24;-425.39;37
548;Édition. presse et papeterie;2011-02-24;-13.45;38
549;Voyages à forfait;2011-02-24;0.52;39
550;Enseignement;2011-02-24;493.18;40
551;Enseignement;2011-02-25;-249.73;41
552;Restaurants et hôtels;2011-02-25;-471.46;42
553;Services de restauration;2011-02-25;256.14;43
554;Services d'hébergement;2011-02-25;381.17;44
555;Autres biens et servicesDocumentation des articles;2011-02-25;-362.71;45
556;Soins personnels;2011-02-25;-116.18;46
557;Effets personnels n.d.a.;2011-02-25;-45.93;47
558;Protection sociale;2011-02-25;144.34;48
559;Assurances;2011-02-25;95.38;49
560;Services financiers n.d.a;2011-02-25;126.32;50
561;Autres services n.d.a;2011-02-26;148.73;51
562;Produits alimentaires et boissons non alcoolisées;2011-02-26;-87.99;1
563;Produits alimentaires;2011-02-26;228.62;2
564;Boissons non alcoolisées;2011-02-26;422.23;3
565;Boissons alcoolisées et tabac;2011-02-26;-357.67;4
566;Boissons alcoolisées;2011-02-26;418.39;5
567;Tabac;2011-02-26;-273.08;6
568;Articles d'habillement et articles chaussants;2011-02-26;153.03;7
569;Articles d'habillement;2011-02-26;-373.73;8
570;Articles chaussants;2011-02-26;-226.58;9
571;Logement. eau. électricité. gaz et autres combustibles;2011-02-27;356.47;10
572;Loyers d'habitation réels;2011-02-27;-461.42;11
573;Loyers d'habitation imputés;2011-02-27;-247.57;12
574;Entretien et de réparation du logement;2011-02-27;-488.04;13
575;Adduction d'eau et autres services relatifs au logement;2011-02-27;203.71;14
576;Électricité. gaz et autres combustibles;2011-02-27;35.07;15
577;Ameublement. équipement ménager et entretien courant de la maison;2011-02-27;-43.18;16
578;Meubles. articles d'ameublement et décoration. tapis et autres revêtements de sol;2011-02-27;-455.87;17
579;Articles de ménage en textile;2011-02-27;467.59;18
580;Appareils ménagers;2011-02-27;-172.14;19
581;Verrerie. vaisselle et ustensiles de ménage;2011-02-28;95.92;20
582;Outillage pour la maison et le jardin;2011-02-28;-5.88;21
583;Biens et services pour l'entretien courant du logement;2011-02-28;-69.03;22
584;Santé;2011-02-28;-351.66;23
585;"Produits et appareils thérapeutiques; matériel médical";2011-02-28;100.19;24
586;Services de consultation externe;2011-02-28;-251.57;25
587;Services hospitaliers;2011-02-28;445.79;26
588;Transports;2011-02-28;62.61;27
589;Achats de véhicules;2011-02-28;403.45;28
590;Utilisation de véhicules personnels;2011-02-28;-451.62;29
591;Services de transport;2011-03-01;-427.57;30
592;Communications;2011-03-01;-358.42;31
593;Communications;2011-03-01;-469.60;32
594;Loisirs et culture;2011-03-01;-499.25;33
595;Équipements audiovisuels. photographiques et informatiques;2011-03-01;-71.71;34
596;Autres biens durables importants du domaine des loisirs et de la culture;2011-03-01;284.30;35
597;"Autres articles et équipements de loisirs; fleurs. jardins et animaux d'agrément";2011-03-01;-149.75;36
598;Services récréatifs et culturels;2011-03-01;-245.10;37
599;Édition. presse et papeterie;2011-03-01;-13.85;38
600;Voyages à forfait;2011-03-01;7.75;39
601;Enseignement;2011-03-02;320.06;40
602;Enseignement;2011-03-02;-399.85;41
603;Restaurants et hôtels;2011-03-02;-170.89;42
604;Services de restauration;2011-03-02;2.65;43
605;Services d'hébergement;2011-03-02;75.77;44
606;Autres biens et servicesDocumentation des articles;2011-03-02;450.11;45
607;Soins personnels;2011-03-02;39.68;46
608;Effets personnels n.d.a.;2011-03-02;448.85;47
609;Protection sociale;2011-03-02;264.41;48
610;Assurances;2011-03-02;-244.75;49
611;Services financiers n.d.a;2011-03-03;160.64;50
612;Autres services n.d.a;2011-03-03;23.86;51
613;Produits alimentaires et boissons non alcoolisées;2011-03-03;311.93;1
614;Produits alimentaires;2011-03-03;234.04;2
615;Boissons non alcoolisées;2011-03-03;-456.32;3
616;Boissons alcoolisées et tabac;2011-03-03;-38.91;4
617;Boissons alcoolisées;2011-03-03;-462.46;5
618;Tabac;2011-03-03;184.12;6
619;Articles d'habillement et articles chaussants;2011-03-03;234.19;7
620;Articles d'habillement;2011-03-03;55.45;8
621;Articles chaussants;2011-03-04;355.60;9
622;Logement. eau. électricité. gaz et autres combustibles;2011-03-04;-177.65;10
623;Loyers d'habitation réels;2011-03-04;236.23;11
624;Loyers d'habitation imputés;2011-03-04;40.16;12
625;Entretien et de réparation du logement;2011-03-04;-222.34;13
626;Adduction d'eau et autres services relatifs au logement;2011-03-04;324.58;14
627;Électricité. gaz et autres combustibles;2011-03-04;-216.46;15
628;Ameublement. équipement ménager et entretien courant de la maison;2011-03-04;496.29;16
629;Meubles. articles d'ameublement et décoration. tapis et autres revêtements de sol;2011-03-04;231.20;17
630;Articles de ménage en textile;2011-03-04;349.74;18
631;Appareils ménagers;2011-03-05;-141.10;19
632;Verrerie. vaisselle et ustensiles de ménage;2011-03-05;324.72;20
633;Outillage pour la maison et le jardin;2011-03-05;-286.52;21
634;Biens et services pour l'entretien courant du logement;2011-03-05;196.02;22
635;Santé;2011-03-05;313.76;23
636;"Produits et appareils thérapeutiques; matériel médical";2011-03-05;-308.14;24
637;Services de consultation externe;2011-03-05;-410.62;25
638;Services hospitaliers;2011-03-05;0.28;26
639;Transports;2011-03-05;-40.27;27
640;Achats de véhicules;2011-03-05;111.61;28
641;Utilisation de véhicules personnels;2011-03-06;412.67;29
642;Services de transport;2011-03-06;273.26;30
643;Communications;2011-03-06;-395.30;31
644;Communications;2011-03-06;282.45;32
645;Loisirs et culture;2011-03-06;-18.75;33
646;Équipements audiovisuels. photographiques et informatiques;2011-03-06;-35.29;34
647;Autres biens durables importants du domaine des loisirs et de la culture;2011-03-06;-238.88;35
648;"Autres articles et équipements de loisirs; fleurs. jardins et animaux d'agrément";2011-03-06;138.53;36
649;Services récréatifs et culturels;2011-03-06;-74.76;37
650;Édition. presse et papeterie;2011-03-06;-44.47;38
651;Voyages à forfait;2011-03-07;-97.22;39
652;Enseignement;2011-03-07;-95.95;40
653;Enseignement;2011-03-07;-177.35;41
654;Restaurants et hôtels;2011-03-07;-292.67;42
655;Services de restauration;2011-03-07;454.10;43
656;Services d'hébergement;2011-03-07;-64.46;44
657;Autres biens et servicesDocumentation des articles;2011-03-07;-34.23;45
658;Soins personnels;2011-03-07;17.04;46
659;Effets personnels n.d.a.;2011-03-07;-357.15;47
660;Protection sociale;2011-03-07;30.32;48
661;Assurances;2011-03-08;-450.94;49
662;Services financiers n.d.a;2011-03-08;141.13;50
663;Autres services n.d.a;2011-03-08;285.25;51
664;Produits alimentaires et boissons non alcoolisées;2011-03-08;178.78;1
665;Produits alimentaires;2011-03-08;-157.84;2
666;Boissons non alcoolisées;2011-03-08;-202.21;3
667;Boissons alcoolisées et tabac;2011-03-08;342.06;4
668;Boissons alcoolisées;2011-03-08;-492.36;5
669;Tabac;2011-03-08;240.59;6
670;Articles d'habillement et articles chaussants;2011-03-08;-324.34;7
671;Articles d'habillement;2011-03-09;-299.69;8
672;Articles chaussants;2011-03-09;246.46;9
673;Logement. eau. électricité. gaz et autres combustibles;2011-03-09;374.12;10
674;Loyers d'habitation réels;2011-03-09;-230.04;11
675;Loyers d'habitation imputés;2011-03-09;-166.23;12
676;Entretien et de réparation du logement;2011-03-09;322.09;13
677;Adduction d'eau et autres services relatifs au logement;2011-03-09;-175.30;14
678;Électricité. gaz et autres combustibles;2011-03-09;286.62;15
679;Ameublement. équipement ménager et entretien courant de la maison;2011-03-09;-27.10;16
680;Meubles. articles d'ameublement et décoration. tapis et autres revêtements de sol;2011-03-09;97.74;17
681;Articles de ménage en textile;2011-03-10;-7.74;18
682;Appareils ménagers;2011-03-10;250.84;19
683;Verrerie. vaisselle et ustensiles de ménage;2011-03-10;-277.46;20
684;Outillage pour la maison et le jardin;2011-03-10;-452.36;21
685;Biens et services pour l'entretien courant du logement;2011-03-10;-454.51;22
686;Santé;2011-03-10;178.21;23
687;"Produits et appareils thérapeutiques; matériel médical";2011-03-10;-212.34;24
688;Services de consultation externe;2011-03-10;-395.51;25
689;Services hospitaliers;2011-03-10;-354.14;26
690;Transports;2011-03-10;-482.12;27
691;Achats de véhicules;2011-03-11;-366.84;28
692;Utilisation de véhicules personnels;2011-03-11;77.15;29
693;Services de transport;2011-03-11;-70.21;30
694;Communications;2011-03-11;447.72;31
695;Communications;2011-03-11;-374.39;32
696;Loisirs et culture;2011-03-11;-168.57;33
697;Équipements audiovisuels. photographiques et informatiques;2011-03-11;11.08;34
698;Autres biens durables importants du domaine des loisirs et de la culture;2011-03-11;157.22;35
699;"Autres articles et équipements de loisirs; fleurs. jardins et animaux d'agrément";2011-03-11;8.61;36
700;Services récréatifs et culturels;2011-03-11;-107.54;37
701;Édition. presse et papeterie;2011-03-12;-491.39;38
702;Voyages à forfait;2011-03-12;343.16;39
703;Enseignement;2011-03-12;213.93;40
704;Enseignement;2011-03-12;168.85;41
705;Restaurants et hôtels;2011-03-12;-351.01;42
706;Services de restauration;2011-03-12;-66.40;43
707;Services d'hébergement;2011-03-12;13.33;44
708;Autres biens et servicesDocumentation des articles;2011-03-12;-480.60;45
709;Soins personnels;2011-03-12;489.35;46
710;Effets personnels n.d.a.;2011-03-12;-166.35;47
711;Protection sociale;2011-03-13;205.55;48
712;Assurances;2011-03-13;407.45;49
713;Services financiers n.d.a;2011-03-13;366.56;50
714;Autres services n.d.a;2011-03-13;-158.15;51
715;Produits alimentaires et boissons non alcoolisées;2011-03-13;-412.12;1
716;Produits alimentaires;2011-03-13;-210.12;2
717;Boissons non alcoolisées;2011-03-13;225.77;3
718;Boissons alcoolisées et tabac;2011-03-13;137.69;4
719;Boissons alcoolisées;2011-03-13;-176.10;5
720;Tabac;2011-03-13;65.37;6
721;Articles d'habillement et articles chaussants;2011-03-14;-349.34;7
722;Articles d'habillement;2011-03-14;-180.20;8
723;Articles chaussants;2011-03-14;-149.93;9
724;Logement. eau. électricité. gaz et autres combustibles;2011-03-14;353.13;10
725;Loyers d'habitation réels;2011-03-14;465.83;11
726;Loyers d'habitation imputés;2011-03-14;389.33;12
727;Entretien et de réparation du logement;2011-03-14;-81.84;13
728;Adduction d'eau et autres services relatifs au logement;2011-03-14;25.93;14
729;Électricité. gaz et autres combustibles;2011-03-14;-14.55;15
730;Ameublement. équipement ménager et entretien courant de la maison;2011-03-14;440.81;16
731;Meubles. articles d'ameublement et décoration. tapis et autres revêtements de sol;2011-03-15;379.61;17
732;Articles de ménage en textile;2011-03-15;328.89;18
733;Appareils ménagers;2011-03-15;-208.56;19
734;Verrerie. vaisselle et ustensiles de ménage;2011-03-15;259.25;20
735;Outillage pour la maison et le jardin;2011-03-15;-478.22;21
736;Biens et services pour l'entretien courant du logement;2011-03-15;482.82;22
737;Santé;2011-03-15;-231.83;23
738;"Produits et appareils thérapeutiques; matériel médical";2011-03-15;-461.93;24
739;Services de consultation externe;2011-03-15;-447.28;25
740;Services hospitaliers;2011-03-15;335.91;26
741;Transports;2011-03-16;-416.12;27
742;Achats de véhicules;2011-03-16;-442.48;28
743;Utilisation de véhicules personnels;2011-03-16;-107.28;29
744;Services de transport;2011-03-16;22.07;30
745;Communications;2011-03-16;-410.01;31
746;Communications;2011-03-16;-62.30;32
747;Loisirs et culture;2011-03-16;305.05;33
748;Équipements audiovisuels. photographiques et informatiques;2011-03-16;-269.46;34
749;Autres biens durables importants du domaine des loisirs et de la culture;2011-03-16;472.04;35
750;"Autres articles et équipements de loisirs; fleurs. jardins et animaux d'agrément";2011-03-16;-407.98;36
751;Services récréatifs et culturels;2011-03-17;267.59;37
752;Édition. presse et papeterie;2011-03-17;-497.20;38
753;Voyages à forfait;2011-03-17;-211.21;39
754;Enseignement;2011-03-17;141.13;40
755;Enseignement;2011-03-17;61.42;41
756;Restaurants et hôtels;2011-03-17;204.35;42
757;Services de restauration;2011-03-17;81.17;43
758;Services d'hébergement;2011-03-17;-416.41;44
759;Autres biens et servicesDocumentation des articles;2011-03-17;387.97;45
760;Soins personnels;2011-03-17;-209.36;46
761;Effets personnels n.d.a.;2011-03-18;-30.18;47
762;Protection sociale;2011-03-18;-58.80;48
763;Assurances;2011-03-18;-255.34;49
764;Services financiers n.d.a;2011-03-18;-411.80;50
765;Autres services n.d.a;2011-03-18;-417.89;51
766;Produits alimentaires et boissons non alcoolisées;2011-03-18;-199.57;1
767;Produits alimentaires;2011-03-18;224.83;2
768;Boissons non alcoolisées;2011-03-18;389.15;3
769;Boissons alcoolisées et tabac;2011-03-18;112.27;4
770;Boissons alcoolisées;2011-03-18;219.32;5
771;Tabac;2011-03-19;217.10;6
772;Articles d'habillement et articles chaussants;2011-03-19;88.35;7
773;Articles d'habillement;2011-03-19;-490.61;8
774;Articles chaussants;2011-03-19;218.96;9
775;Logement. eau. électricité. gaz et autres combustibles;2011-03-19;-92.70;10
776;Loyers d'habitation réels;2011-03-19;493.94;11
777;Loyers d'habitation imputés;2011-03-19;79.17;12
778;Entretien et de réparation du logement;2011-03-19;-55.11;13
779;Adduction d'eau et autres services relatifs au logement;2011-03-19;-338.04;14
